iter	Logloss
308	0.004181143769
309	0.004176600199
310	0.004170423679
311	0.004167863773
312	0.004164744828
313	0.004157391857
314	0.004152411906
315	0.004145741428
316	0.004143067471
317	0.004132020899
318	0.00412876427
319	0.004126202254
320	0.004123306118
321	0.004120113353
322	0.004105743497
323	0.004097977768
324	0.004095269391
325	0.004086285962
326	0.004083331548
327	0.004081218599
328	0.004078930473
329	0.004070060853
330	0.004066496575
331	0.004062482401
332	0.004057896157
333	0.004054668134
334	0.004052333776
335	0.004045971971
336	0.004037084336
337	0.004029962486
338	0.004025932645
339	0.004019921405
340	0.004012961356
341	0.004008970725
342	0.004003316058
343	0.00399717069
344	0.003991124845
345	0.003984757243
346	0.003980076542
347	0.003972691354
348	0.00396703783
349	0.003965497062
350	0.003963734096
351	0.003959201181
352	0.003957302693
353	0.003952414789
354	0.003947118157
355	0.003936245151
356	0.003926715415
357	0.003924135381
358	0.003920317385
359	0.003915527199
360	0.003907963754
361	0.003905871397
362	0.003901362293
363	0.003897530132
364	0.003892453673
365	0.00389025791
366	0.003881511837
367	0.00387533845
368	0.003870042771
369	0.003862671166
370	0.003858920173
371	0.00385581252
372	0.003852038028
373	0.003842820854
374	0.003838096168
375	0.003835864982
376	0.003832069686
377	0.003829145748
378	0.003823841836
379	0.003820909408
380	0.003816968493
381	0.00381333632
382	0.003807640151
383	0.003802973861
384	0.003798717486
385	0.003797671535
386	0.003796003652
387	0.00379220329
388	0.003787951474
389	0.003782142226
390	0.003777238202
391	0.003777240379
392	0.003775660995
393	0.003772795974
394	0.003769378708
395	0.00376496429
396	0.003763061063
397	0.003758950292
398	0.00375574617
399	0.003751803665
400	0.003748948613
401	0.003745188322
402	0.003742364409
403	0.003738152889
404	0.003733349351
405	0.00372959141
406	0.003728842075
407	0.003726822352
408	0.003723705959
409	0.003719997308
410	0.00371643602
411	0.003713355101
412	0.003711419014
413	0.003706624893
414	0.003704357223
415	0.003701895933
416	0.003698091686
417	0.003695017685
418	0.003693077534
419	0.003691263181
420	0.003687533785
421	0.003681399161
422	0.003677994982
423	0.003675500151
424	0.003675500151
425	0.003673850726
426	0.003667356758
427	0.003665961006
428	0.003664023187
429	0.0036629138
430	0.003660386826
431	0.00365712532
432	0.003655592783
433	0.003651468454
434	0.003649604566
435	0.003647079241
436	0.003647072491
437	0.003644175781
438	0.003641748964
439	0.003639096405
440	0.003634283862
441	0.003634283862
442	0.003632153019
443	0.003628519238
444	0.003625999483
445	0.003623384762
446	0.003621367824
447	0.003617504156
448	0.003615744655
449	0.003613245687
450	0.003610752598
451	0.003607366786
452	0.0036021937
453	0.003598784773
454	0.003598167473
455	0.003596212947
456	0.00359251734
457	0.003588919448
458	0.003585741572
459	0.003584640006
460	0.00358297516
461	0.00358297516
462	0.00358066487
463	0.003580132396
464	0.003578681563
465	0.003575001505
466	0.003572202243
467	0.003572200751
468	0.003568690056
469	0.003565911534
470	0.003563835333
471	0.003562156085
472	0.003561250536
473	0.003561248382
474	0.003558921317
475	0.003556025335
476	0.003554315735
477	0.003551302448
478	0.003547967519
479	0.003547967519
480	0.003547854408
481	0.00354384378
482	0.003541668831
483	0.003538779675
484	0.003535820391
485	0.003535820391
486	0.003533262748
487	0.003531099008
488	0.003531099008
489	0.003529824342
490	0.003523050132
491	0.003520765087
492	0.003520765087
493	0.003519442651
494	0.00351818025
495	0.00351818025
496	0.003512730965
497	0.003512730965
498	0.003506774842
499	0.003504282921
500	0.003501293144
501	0.00350000422
502	0.003499111621
503	0.00349909862
504	0.003496132135
505	0.00349603837
506	0.003493842328
507	0.003491058722
508	0.003485842349
509	0.003483361466
510	0.003478205486
511	0.003478205486
512	0.003478205486
513	0.003475736223
514	0.003472718708
515	0.003472718708
516	0.003472720591
517	0.00347065921
518	0.003470656238
519	0.003470656238
520	0.003468600244
521	0.003465826811
522	0.003462249297
523	0.00345972801
524	0.003458004763
525	0.0034570768
526	0.003454191257
527	0.003453327183
528	0.003451802641
529	0.00345061208
530	0.003450611828
531	0.003450487142
532	0.00345026975
533	0.003446827877
534	0.00344682595
535	0.00344682595
536	0.003445634905
537	0.003445633601
538	0.003444759437
539	0.003443224228
540	0.003442633073
541	0.003439003178
542	0.00343900948
543	0.003438572525
544	0.003436309408
545	0.003436310177
546	0.003434412048
547	0.003433282957
548	0.003430204438
549	0.003428216136
550	0.003428209815
551	0.003428212157
552	0.003426260465
553	0.003426260465
554	0.003425672338
555	0.00342566749
556	0.003425669801
557	0.003425668692
558	0.003425668692
559	0.003425668692
560	0.003425669284
561	0.003425669284
562	0.003424650345
563	0.003424650345
564	0.003424652177
565	0.003424648231
566	0.003424421565
567	0.003423405687
568	0.003422541101
569	0.003421291685
570	0.003421291685
571	0.003421295476
572	0.003421292731
573	0.003419549781
574	0.003419542314
575	0.003416489558
576	0.0034127397
577	0.003411976959
578	0.003411976959
579	0.003411974277
580	0.00341197344
581	0.00341197344
582	0.003411969888
583	0.003408384824
584	0.003407004661
585	0.00340699688
586	0.003406993441
587	0.003406978294
588	0.00340695822
589	0.003406958868
590	0.003406958868
591	0.003406947692
592	0.003406939074
593	0.003406937978
594	0.00340685827
595	0.003406853328
596	0.003406850936
597	0.003406842631
598	0.003406830947
599	0.003406826112
600	0.003406825344
601	0.003406803902
602	0.003406799615
603	0.003406791719
604	0.003406787614
605	0.003406785481
606	0.003406780066
607	0.003406777643
608	0.003406764742
609	0.003406761476
610	0.003406761476
611	0.003406761476
612	0.003406764801
613	0.003406764801
614	0.00340583626
615	0.003405809185
616	0.003405809185
617	0.003403915886
618	0.003403905354
619	0.003403904806
620	0.003403897529
621	0.003403891107
622	0.003403887632
623	0.003403883609
624	0.003403879272
625	0.003403879272
626	0.00340387382
627	0.003403867184
628	0.003403864831
629	0.003403860398
630	0.003403851465
631	0.003403853758
632	0.003403848897
633	0.003403848897
634	0.003403822406
635	0.003403797451
636	0.003403793171
637	0.003403788116
638	0.003403781789
639	0.003403779509
640	0.003403779509
641	0.003403779509
642	0.003403773547
643	0.003403776274
644	0.003403768342
645	0.003403755051
646	0.003403762375
647	0.003403752452
648	0.003403751494
649	0.003403751494
650	0.003403750268
651	0.003403742505
652	0.003403742346
653	0.003403736342
654	0.003403735523
655	0.003403730468
656	0.003403730468
657	0.003403730864
658	0.003403724997
659	0.00340372358
660	0.003403714432
661	0.00340370582
662	0.003403709397
663	0.003403709397
664	0.003403703713
665	0.003403703713
666	0.003403708925
667	0.00340369828
668	0.00340369828
669	0.003403693204
670	0.003403689749
671	0.003403686223
672	0.003403682528
673	0.003403682528
674	0.003403684586
675	0.003403679827
676	0.003403678593
677	0.003403674998
678	0.003403674998
679	0.003403669849
680	0.003403671876
681	0.00340366546
682	0.003400894073
683	0.003400875976
684	0.003400875957
685	0.003400872608
686	0.003400867628
687	0.003400857026
688	0.003400843615
689	0.003400841047
690	0.003400837898
691	0.003400834291
692	0.003400834619
693	0.003400826692
694	0.003400812395
695	0.003400812395
696	0.003400815159
697	0.003400812862
698	0.003400806698
699	0.003400798583
700	0.00340079468
701	0.003400793131
702	0.003400790531
703	0.003400795183
704	0.003400788819
705	0.003400788063
706	0.003400781759
707	0.003400778429
708	0.00340077729
709	0.003400774219
710	0.00340076629
711	0.003400767933
712	0.003400765844
713	0.003400763981
714	0.003399330873
715	0.003399330873
716	0.003399332788
717	0.003399327096
718	0.003397650316
719	0.003397639416
720	0.00339762826
721	0.003397621933
722	0.003397622072
723	0.003397604855
724	0.003397608427
725	0.003397589193
726	0.003397595841
727	0.003397579088
728	0.003397570614
729	0.003397568273
730	0.003397561228
731	0.003397548655
732	0.003397540011
733	0.003397548428
734	0.003397540068
735	0.003397540068
736	0.00339753552
737	0.003397535652
738	0.003397536867
739	0.003397522665
740	0.00339751018
741	0.00339751018
742	0.003397517841
743	0.003397517841
744	0.003397495945
745	0.003397485173
746	0.003397474136
747	0.003397458396
748	0.003397457087
749	0.003397442243
750	0.003397442243
751	0.003397438554
752	0.003397428165
753	0.0033974243
754	0.0033974243
755	0.0033974243
756	0.003397419754
757	0.003397419754
758	0.003397422699
759	0.003397414534
760	0.003397404814
761	0.003397399569
762	0.003397386186
763	0.003397386387
764	0.003397374212
765	0.003397355293
766	0.003397344553
767	0.00339733715
768	0.003397336639
769	0.003397335355
770	0.003397325516
771	0.00339731371
772	0.00339731371
773	0.003397319251
774	0.003397299997
775	0.003397293656
776	0.003397293656
777	0.00339729452
778	0.003397295998
779	0.003397285643
780	0.003397283338
781	0.003397282538
782	0.003397278155
783	0.003397273794
784	0.003397263883
785	0.003397263883
786	0.003397260441
787	0.003397251998
788	0.003397255138
789	0.003397242063
790	0.003397241124
791	0.003397236805
792	0.003397232592
793	0.003397232592
794	0.003395759808
795	0.003395759808
796	0.003395759808
797	0.003395748911
798	0.003395748911
799	0.003395744346
